Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,no_node_emb
Mike Pope,2008,New York Giants (NFL),tight ends,O,TE,3,25,0.688,0.488,0,0,0.4523321986198425,-0.6222200393676758,-0.6204599738121033,0.8529171943664551,0.5083827376365662,0.14737044274806976,-0.3403391242027283,0.23034894466400144,0
Mike Sullivan,2008,New York Giants (NFL),wide receivers,O,WR,3,7,0.688,0.547,0,0,-0.03569125011563301,0.042431049048900604,-0.42307010293006897,1.1163382530212402,0.05342145636677742,0.20824244618415835,-0.2345942705869675,0.11709938943386078,0
Bill Sheridan,2009,New York Giants (NFL),defensive coordinator,DC,DC,2,4,0.75,0.641,0,1,-0.24525275826454165,-0.37084126472473145,-0.3604419529438019,0.8695322275161743,1.202272891998291,0.4355241060256958,0.3259480893611908,-0.4614382088184357,0
Mike Waufle,2009,New York Giants (NFL),defensive line,D,DL,3,11,0.75,0.588,0,0,-0.25651055574417114,-0.6799101233482361,-0.2107836753129959,0.10878093540668488,0.19557753205299375,0.12224096804857255,0.25051167607307434,-0.3785375356674193,0
Tom Coughlin,2009,New York Giants (NFL),head coach,HC,HC,1,20,0.75,0.588,1,0,-0.296938419342041,-0.4460334181785584,-0.05746828019618987,1.3656644821166992,1.0527577400207522,0.3616669476032257,-0.2927331924438477,-0.3391125500202179,0
Bill Sheridan,2009,New York Giants (NFL),linebackers,D,LB,3,4,0.75,0.641,0,0,-0.24525275826454165,-0.37084126472473145,-0.3604419529438019,0.8695322275161743,1.202272891998291,0.4355241060256958,0.3259480893611908,-0.4614382088184357,0
Jim Herrmann,2009,New York Giants (NFL),linebackers,D,LB,3,3,0.625,0.479,0,0,-0.5664095878601074,-0.3777982592582703,-1.443081617355347,0.12863542139530182,1.0842571258544922,-0.4530447721481323,0.4961267709732056,-0.3188474476337433,0
Kevin Gilbride,2009,New York Giants (NFL),offensive coordinator,OC,OC,2,13,0.75,0.609,0,1,0.4214765429496765,-0.4967361986637116,0.23176056146621704,0.8703416585922241,0.3454343378543854,0.5310910940170288,-0.8458327651023865,-0.1889982968568802,0
Pat Flaherty,2009,New York Giants (NFL),offensive line,O,OL,3,9,0.75,0.588,0,0,-0.19023139774799347,-0.5654711723327637,0.09932900220155716,0.5842967629432678,0.7201663851737976,0.5438472628593445,-0.02011837624013424,-0.4557685554027557,0
Chris Palmer,2009,New York Giants (NFL),quarterbacks,O,QB,3,15,0.75,0.5,0,0,-0.10191797465085983,-0.2264208346605301,-0.30718594789505005,1.194737434387207,0.7512535452842712,-0.039663393050432205,-0.32088565826416016,-0.4645329117774963,0
Jerald Ingram,2009,New York Giants (NFL),running backs,O,RB,3,14,0.75,0.588,0,0,-0.13923048973083496,-0.6011174321174622,-0.10440374165773393,1.1110022068023682,0.6651611924171448,0.09516706317663193,-0.3673655688762665,-0.09444960206747056,0
Peter Giunta,2009,New York Giants (NFL),secondary,D,Sec,3,14,0.75,0.602,0,0,0.4395498335361481,-0.4124530851840973,-0.1632220298051834,0.1895985007286072,0.9559914469718932,0.7124083638191223,-0.3583289682865143,-0.06603336334228516,0
David Merritt,2009,New York Giants (NFL),secondary,D,Sec,3,8,0.75,0.625,0,0,0.2986818850040436,-0.6234931349754333,-0.560325026512146,0.3459392189979553,1.3924583196640017,0.07693774998188019,-0.12290119379758835,-0.06279565393924713,0
Mike Pope,2009,New York Giants (NFL),tight ends,O,TE,3,26,0.75,0.588,0,0,-0.16453205049037933,-0.2735845446586609,-0.4540027678012848,0.604169487953186,0.6648420095443726,-0.2255013436079025,-0.6138961315155029,-0.08767282217741013,0
Mike Sullivan,2009,New York Giants (NFL),wide receivers,O,WR,3,8,0.75,0.588,0,0,0.17219288647174835,-0.6441805362701416,-0.20072658360004425,1.30023992061615,0.12892168760299685,-0.0531095415353775,0.11910400539636612,-0.30889010429382324,0
Perry Fewell,2010,New York Giants (NFL),defensive coordinator,DC,DC,2,12,0.688,0.459,0,1,-0.07554943859577179,-0.4977532625198364,0.18997569382190704,0.7497633695602417,1.258628249168396,0.7414788603782654,-0.3665995001792908,-0.09239204227924347,0
Robert Nunn,2010,New York Giants (NFL),defensive line,D,DL,3,10,0.812,0.425,0,0,0.1974494457244873,0.3412964344024658,0.4876218140125274,0.6795665621757507,-0.4748073220252991,1.1908060312271118,-0.08147983998060226,-1.0236601829528809,0
Tom Coughlin,2010,New York Giants (NFL),head coach,HC,HC,1,21,0.75,0.613,1,0,-0.4562335312366486,-0.7539244294166565,0.5841788649559021,1.0184487104415894,0.9252810478210448,-0.10457222163677216,-0.5014690160751343,-0.04941587522625923,0
Jim Herrmann,2010,New York Giants (NFL),linebackers,D,LB,3,4,0.625,0.484,0,0,-0.3002495765686035,-1.0692147016525269,-0.2673879563808441,0.5743294358253479,0.572021484375,-0.3941180408000946,0.3065261542797089,-0.5459650158882141,0
Kevin Gilbride,2010,New York Giants (NFL),offensive coordinator,OC,OC,2,14,0.75,0.641,0,1,0.30575746297836304,-0.433116227388382,0.560704231262207,0.6310129761695862,0.3850044310092926,0.3147744238376617,-0.7715865969657898,0.4542356431484222,0
Pat Flaherty,2010,New York Giants (NFL),offensive line,O,OL,3,10,0.75,0.613,0,0,-0.11999586969614028,-0.5010517239570618,0.6801532506942749,0.5650528073310852,0.7144857048988342,0.16473126411437988,-0.21378083527088165,-0.3058119416236877,0
Mike Sullivan,2010,New York Giants (NFL),quarterbacks,O,QB,3,9,0.75,0.613,0,0,-0.01453632116317749,-0.7003191709518433,0.3409239649772644,0.9552583098411559,-0.0008336097234860063,-0.3122574687004089,-0.2073039561510086,0.0775202214717865,0
Jerald Ingram,2010,New York Giants (NFL),running backs,O,RB,3,15,0.75,0.613,0,0,-0.3578529953956604,-0.7136109471321106,0.3754453659057617,0.7948808670043945,0.4772037863731384,-0.15266601741313934,-0.5221078395843506,0.0818961039185524,0
Peter Giunta,2010,New York Giants (NFL),secondary,D,Sec,3,15,0.75,0.597,0,0,0.24303773045539856,-0.5585913062095642,0.0535796731710434,0.17366738617420194,0.6928793787956238,0.4292985796928406,-0.242662712931633,0.054657727479934685,0
David Merritt,2010,New York Giants (NFL),secondary,D,Sec,3,9,0.75,0.594,0,0,-0.02108873799443245,-1.1119966506958008,-0.14775380492210388,0.2287960946559906,1.1570284366607666,-0.11759212613105775,-0.10700178146362303,-0.06521482020616531,0
Mike Pope,2010,New York Giants (NFL),tight ends,O,TE,3,27,0.75,0.613,0,0,-0.1184988096356392,-0.4659572839736938,0.01238054595887661,0.6028689742088318,0.4481135606765747,-0.2960204780101776,-0.6746066808700562,-0.1620398908853531,0
Sean Ryan,2010,New York Giants (NFL),wide receivers,O,WR,3,3,0.0,0.0,0,0,-0.5687553882598877,-1.5716958045959473,-1.5405378341674805,-0.729936420917511,-1.365683913230896,-0.028851697221398357,-0.001044691540300846,-0.997541844844818,0
Perry Fewell,2011,New York Giants (NFL),defensive coordinator,DC,DC,2,13,0.625,0.448,0,1,-0.4593521356582642,-0.7159139513969421,0.5431439876556396,0.5018174648284912,0.9854334592819214,0.1488589197397232,-0.11918387562036516,0.033012017607688904,0
Robert Nunn,2011,New York Giants (NFL),defensive line,D,DL,3,11,0.812,0.5,0,0,-0.40737128257751465,0.050048310309648514,0.9801762700080872,0.8791797161102295,0.3021462559700012,0.6830363273620605,0.05127144604921341,-0.5894079804420471,0
Tom Coughlin,2011,New York Giants (NFL),head coach,HC,HC,1,22,0.75,0.6,1,0,-0.8621523976325989,-0.5268092155456543,0.8293096423149109,0.5268881320953369,0.6045554876327515,-0.730005145072937,-0.3860871195793152,-0.025890989229083058,0
Jim Herrmann,2011,New York Giants (NFL),linebackers,D,LB,3,5,0.625,0.512,0,0,-0.2703336775302887,-1.151019811630249,0.4746039211750031,0.12928476929664612,0.26940253376960754,-0.4927851855754852,0.4177609086036682,-0.6099022626876831,0
Kevin Gilbride,2011,New York Giants (NFL),offensive coordinator,OC,OC,2,15,0.75,0.625,0,1,-0.10904797166585922,-0.10524024069309236,0.9160972237586976,0.3962306082248688,0.5965992212295532,-0.04292066022753716,-0.5383659601211548,0.44713127613067627,0
Howard Mudd,2011,New York Giants (NFL),offensive line,O,OL,3,36,0.875,0.797,0,0,0.11731330305337904,-0.06227803602814674,0.2372519969940185,0.4557052552700043,-0.4898070394992829,1.147333025932312,-0.4409063160419464,0.519012451171875,0
Pat Flaherty,2011,New York Giants (NFL),offensive line,O,OL,3,11,0.75,0.6,0,0,-0.6109557747840881,-0.29698967933654785,0.9896488785743712,0.3366539776325226,0.6597945690155029,-0.11782278120517732,-0.04403620958328247,-0.23008270561695102,0
Mike Sullivan,2011,New York Giants (NFL),quarterbacks,O,QB,3,10,0.75,0.6,0,0,-0.39064401388168335,-0.3980705738067627,0.8952829241752625,0.4699487686157226,-0.12896712124347687,-0.6836303472518921,0.011503119021654127,0.07368429750204086,0
Jerald Ingram,2011,New York Giants (NFL),running backs,O,RB,3,16,0.75,0.6,0,0,-0.458519846200943,-0.5900259017944336,0.7089938521385193,0.2327222526073456,0.3601816594600677,-0.6734617948532104,-0.2560553848743439,0.06216857209801674,0
Peter Giunta,2011,New York Giants (NFL),secondary,D,Sec,3,16,0.75,0.6,0,0,-0.32602983713150024,-0.5234749317169191,0.478678971529007,0.4078941643238068,0.7699506282806396,0.35761597752571106,-0.10165346413850784,-0.1867135614156723,0
David Merritt,2011,New York Giants (NFL),secondary,D,Sec,3,10,0.75,0.6,0,0,-0.5118305087089539,-1.0313441753387451,0.575589120388031,0.2240789234638214,0.8964471220970154,-0.30369049310684204,0.16571225225925446,-0.530861496925354,0
Mike Pope,2011,New York Giants (NFL),tight ends,O,TE,3,28,0.75,0.6,0,0,-0.44770506024360657,-0.5611467361450195,0.3186381757259369,0.1527658849954605,0.3442829549312592,-0.603395938873291,-0.6874128580093384,-0.17537921667099,0
Sean Ryan,2011,New York Giants (NFL),wide receivers,O,WR,3,4,0.625,0.625,0,0,-0.7213132381439209,-0.7343277335166931,0.6760267019271851,0.6043819189071655,0.7997338771820068,-0.25756072998046875,-0.045273441821336746,-0.5506759881973267,0
Perry Fewell,2012,New York Giants (NFL),defensive coordinator,DC,DC,2,14,0.625,0.469,0,1,-0.07892768085002899,-0.6095778346061707,0.6991532444953918,0.5179159641265869,1.1694178581237793,0.02366972714662552,-0.06034441664814949,-0.06821159273386003,0
Robert Nunn,2012,New York Giants (NFL),defensive line,D,DL,3,12,0.812,0.512,0,0,-0.2301017642021179,0.6128045320510864,1.0044050216674805,0.7891151905059814,0.3176780939102173,0.5744116902351379,-0.1799171268939972,0.3221201300621033,0
Tom Coughlin,2012,New York Giants (NFL),head coach,HC,HC,1,23,0.75,0.612,1,0,-0.14890368282794952,-0.12271976470947266,0.7119264006614685,0.18871748447418213,1.0142903327941897,-1.0087113380432131,-0.41019269824028015,0.02056029438972473,0
Jim Herrmann,2012,New York Giants (NFL),linebackers,D,LB,3,6,0.625,0.5,0,0,-0.009073786437511444,-0.5676723122596741,0.9467894434928894,0.20655709505081174,0.04655605182051658,-0.6094540953636169,-0.29447561502456665,-0.5183364748954773,0
Kevin Gilbride,2012,New York Giants (NFL),offensive coordinator,OC,OC,2,16,0.75,0.612,0,1,0.20229452848434448,-0.0771622434258461,0.30352938175201416,0.013587195426225662,1.100153923034668,-0.2382471263408661,-0.18920086324214933,0.7300360202789307,0
Pat Flaherty,2012,New York Giants (NFL),offensive line,O,OL,3,12,0.75,0.612,0,0,-0.2039637714624405,0.15302900969982147,0.9290830492973328,0.2528705894947052,0.926712930202484,-0.21273687481880188,-0.10263345390558244,-0.030760914087295525,0
Sean Ryan,2012,New York Giants (NFL),quarterbacks,O,QB,3,5,0.625,0.594,0,0,0.027737000957131386,-0.31930720806121826,0.9038189649581908,0.3221112191677093,1.0904333591461182,-0.4563992321491242,-0.12310227006673813,-0.13358807563781738,0
Jerald Ingram,2012,New York Giants (NFL),running backs,O,RB,3,17,0.75,0.612,0,0,0.05427595600485802,-0.2312018573284149,0.4962315559387207,0.15745384991168976,0.6381289958953857,-0.7935868501663208,-0.33329805731773376,0.23719438910484314,0
Peter Giunta,2012,New York Giants (NFL),secondary,D,Sec,3,17,0.75,0.612,0,0,-0.06895267963409424,-0.3225307762622833,0.5070968270301819,0.1259637475013733,0.6866177916526794,0.21935813128948206,-0.2272450178861618,-0.07383966445922853,0
David Merritt,2012,New York Giants (NFL),secondary,D,Sec,3,11,0.75,0.612,0,0,0.12491898238658905,-0.4096467196941376,0.9426413774490356,0.06550771743059157,0.8839149475097656,-0.4153166711330414,-0.2832165360450745,-0.5279446840286255,0
Mike Pope,2012,New York Giants (NFL),tight ends,O,TE,3,29,0.75,0.612,0,0,0.11828067153692245,-0.509429395198822,0.19074052572250366,0.029387891292572018,0.5775030255317688,-0.7428066730499268,-0.6745700240135193,0.06787765026092529,0
Kevin M. Gilbride,2012,New York Giants (NFL),wide receivers,O,WR,3,2,0.0,0.0,0,0,0.7879334092140198,0.05128278955817223,1.2786210775375366,1.3169894218444824,-0.649719774723053,-0.8825178742408752,-0.4928329288959503,0.5576965808868408,0
Perry Fewell,2013,New York Giants (NFL),defensive coordinator,DC,DC,2,15,0.625,0.49,0,1,0.519030749797821,0.1842398047447205,0.6582948565483093,0.25883418321609497,1.2795354127883911,-0.16862459480762482,-0.13261082768440247,-0.03010045550763607,0
Robert Nunn,2013,New York Giants (NFL),defensive line,D,DL,3,13,0.625,0.462,0,0,-0.12511201202869415,1.0999175310134888,0.373250812292099,0.7317577004432678,0.3840051591396332,0.3878780007362366,0.13392336666584015,-0.1623166650533676,0
Tom Coughlin,2013,New York Giants (NFL),head coach,HC,HC,1,24,0.75,0.6,1,0,0.3146130442619324,0.7377912402153015,0.5131052732467651,0.19137705862522125,0.8925328254699707,-1.0128132104873655,-0.36153510212898254,0.0745663270354271,0
Jim Herrmann,2013,New York Giants (NFL),linebackers,D,LB,3,7,0.625,0.562,0,0,0.4098469614982605,0.09072811901569366,1.008144736289978,0.12733393907546994,0.4958982467651367,-0.3193259835243225,-0.7100318074226379,-0.04633629322052002,0
Kevin Gilbride,2013,New York Giants (NFL),offensive coordinator,OC,OC,2,17,0.75,0.6,0,1,0.5161464810371399,0.6510662436485289,0.05692827329039574,0.1466502547264099,0.9843100309371948,-0.3582343459129333,0.3528317213058472,0.4569711983203888,0
Pat Flaherty,2013,New York Giants (NFL),offensive line,O,OL,3,13,0.75,0.6,0,0,0.08570508658885956,0.6743003129959106,0.5676000714302063,0.11999409645795822,0.7620644569396973,-0.3646656274795532,0.010092142038047314,-0.23094430565834045,0
Sean Ryan,2013,New York Giants (NFL),quarterbacks,O,QB,3,6,0.625,0.583,0,0,0.5936257839202881,0.3955717086791992,0.9105242490768432,0.4578518867492676,1.3445228338241575,-0.4025425314903259,-0.2530709505081177,-0.17172381281852722,0
Jerald Ingram,2013,New York Giants (NFL),running backs,O,RB,3,18,0.75,0.6,0,0,0.3302411437034607,0.40465661883354187,0.44660300016403204,0.09983246773481368,0.7495432496070862,-0.7019414901733398,-0.23427028954029086,0.3023575246334076,0
Peter Giunta,2013,New York Giants (NFL),secondary,D,Sec,3,18,0.75,0.6,0,0,0.21875447034835813,0.23594366014003754,0.4706996083259583,0.0259440653026104,0.9965580105781556,0.09612692892551422,-0.03797053173184395,-0.10413415729999542,0
David Merritt,2013,New York Giants (NFL),secondary,D,Sec,3,12,0.75,0.6,0,0,0.6953176856040955,0.2879307866096497,0.987562358379364,0.13839446008205414,1.162455677986145,-0.3670444190502167,-0.5382035374641418,-0.2831217050552368,0
Mike Pope,2013,New York Giants (NFL),tight ends,O,TE,3,30,0.75,0.6,0,0,0.15007230639457705,0.3326907157897949,0.3123111426830292,0.0824943333864212,0.5577092170715332,-0.5932802557945251,-0.5101643204689026,0.3357199728488922,0
Kevin M. Gilbride,2013,New York Giants (NFL),wide receivers,O,WR,3,3,0.562,0.562,0,0,0.8024946451187134,0.6544846892356873,0.9980961084365844,0.7342552542686462,1.1434261798858645,-0.5219427347183228,-0.5128911137580872,-0.20864157378673556,0
Perry Fewell,2014,New York Giants (NFL),defensive coordinator,DC,DC,2,16,0.625,0.49,0,1,0.3082013726234436,0.4448968470096588,0.05675178393721581,0.28775665163993835,1.1846147775650024,-0.13005731999874115,0.030277719721198082,0.01986213959753513,0
Robert Nunn,2014,New York Giants (NFL),defensive line,D,DL,3,14,0.625,0.475,0,0,-0.7504290342330933,0.6021685600280762,-0.2877126932144165,0.99247807264328,-0.02538031712174416,-0.08256184309720993,0.4241480827331543,-0.41514524817466736,0
Tom Coughlin,2014,New York Giants (NFL),head coach,HC,HC,1,25,0.625,0.537,1,0,-0.07298626750707626,0.8623267412185669,-0.09591848403215407,0.4862551391124725,1.0156235694885254,-0.974124312400818,-0.14166754484176636,-0.2013811618089676,0
