Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,cumul_emb8,cumul_emb9,cumul_emb10,cumul_emb11,cumul_emb12,cumul_emb13,cumul_emb14,cumul_emb15,no_node_emb
Wade Wilson,2009,Dallas Cowboys (NFL),quarterbacks,O,QB,3,8,0.812,0.637,0,0,0.6737965941429138,-0.2057197391986847,-0.04586946219205856,-0.2908661663532257,0.07727239280939102,0.30275487899780273,-0.03604627773165703,-0.3645993769168854,-1.2408778667449951,-0.7750117182731628,-0.2515561580657959,-0.13902810215950012,0.8974161744117737,0.4767294228076935,0.2559834718704224,0.7441633939743042,0
Skip Peete,2009,Dallas Cowboys (NFL),running backs,O,RB,3,11,0.812,0.412,0,0,0.5227816700935364,-0.06329778581857681,-0.0842403769493103,-0.5118891596794128,-0.464849203824997,-0.1164156049489975,0.16257888078689575,0.3019760251045227,-0.3921215832233429,0.2798188030719757,-0.3597159683704376,-0.3427104949951172,0.0532463900744915,0.3896158337593079,-0.7111063599586487,-0.3851203620433808,0
Dave Campo,2009,Dallas Cowboys (NFL),secondary,D,Sec,3,20,0.75,0.586,0,0,0.6337166428565979,0.32968729734420776,0.2603282332420349,-0.14923909306526184,0.21948643028736115,-0.16578933596611026,0.6977483630180359,-0.6338010430335999,-1.0148706436157229,0.056087344884872437,-0.1434580534696579,-0.24723875522613525,0.6135438084602356,0.003771975403651595,-0.310747504234314,0.3577188551425934,0
Brett Maxie,2009,Dallas Cowboys (NFL),secondary,D,Sec,3,11,0.688,0.422,0,0,0.2692420184612274,-0.19513478875160215,-0.6765280961990356,-0.2942042350769043,0.6615434288978577,-0.4660868644714356,-0.6109482049942017,0.3009963631629944,-0.7069272994995117,0.04912398755550385,-0.021115830168128014,-0.1555466651916504,0.5424198508262634,0.3448593318462372,-0.4636341631412506,-0.02294604852795601,0
John Garrett,2009,Dallas Cowboys (NFL),tight ends,O,TE,3,10,0.812,0.687,0,0,-0.00804413016885519,0.2003132849931717,-0.4974161088466644,-0.14040999114513394,0.17275398969650269,-0.1815560758113861,0.4683792889118194,-0.39854371547698975,-0.9364988207817078,-0.13442425429821014,-0.1087590828537941,-0.3685513734817505,0.33776071667671204,0.20527233183383944,-0.053910579532384865,0.8030591607093811,0
Ray Sherman,2009,Dallas Cowboys (NFL),wide receivers,O,WR,3,19,0.812,0.55,0,0,-0.36192744970321655,0.19050255417823792,0.025789158418774605,-0.1851661205291748,0.024504316970705986,-0.4122679531574249,0.2702396810054779,0.06566518545150757,-0.4149141013622284,-0.07469580322504044,-0.23387646675109866,-0.28199559450149536,0.24419285356998446,-0.65321284532547,-0.37225726246833796,0.4430521726608277,0
Jason Garrett,2010,Dallas Cowboys (NFL),offensive coordinator,OC,OC,2,5,0.812,0.607,0,1,-0.6971343755722046,0.03274727240204811,-0.08954641222953796,-0.16027894616127014,0.5944620966911316,-0.1417142003774643,0.024632034823298454,-0.25262683629989624,-1.2015279531478882,-0.36902758479118347,-0.599107563495636,-0.5455110073089601,0.7731277346611023,0.2636756002902985,-0.5758293271064758,0.7246935963630676,0
Paul Pasqualoni,2010,Dallas Cowboys (NFL),defensive line,D,DL,3,5,0.812,0.612,0,0,-0.1859155148267746,1.13302481174469,-0.11019400507211684,-0.236372783780098,0.04121004417538643,-0.3935602009296417,0.13805454969406128,-0.4031863212585449,-0.8883308172225952,-0.7645716071128845,-0.17986813187599182,-0.583436131477356,0.63814777135849,-0.16121743619441986,-0.013384227640926838,0.2600520551204681,0
Wade Phillips,2010,Dallas Cowboys (NFL),head coach,HC,HC,1,28,0.875,0.7,1,0,0.21922902762889865,0.4618359208106994,-0.17807590961456302,-0.37234604358673096,0.8657593131065369,0.6984278559684753,-0.2650519013404846,-0.578640878200531,-0.4237527251243591,-0.4842393100261688,-0.06587883830070496,-0.16688236594200134,0.27203369140625,-0.4659353494644165,-0.5995483994483948,0.3570834100246429,0
Wade Phillips,2010,Dallas Cowboys (NFL),defensive coordinator,DC,DC,2,28,0.875,0.7,0,1,0.21922902762889865,0.4618359208106994,-0.17807590961456302,-0.37234604358673096,0.8657593131065369,0.6984278559684753,-0.2650519013404846,-0.578640878200531,-0.4237527251243591,-0.4842393100261688,-0.06587883830070496,-0.16688236594200134,0.27203369140625,-0.4659353494644165,-0.5995483994483948,0.3570834100246429,0
Reggie Herring,2010,Dallas Cowboys (NFL),linebackers,D,LB,3,2,0.688,0.625,0,0,-0.3102360963821411,0.055432431399822235,-0.012782669626176356,0.02623990550637245,0.8188465237617493,-0.21575286984443665,0.4347204267978668,0.3792268633842468,-1.0187073945999146,-0.53670734167099,-0.5635558366775513,0.047754473984241486,0.8556388616561891,-0.29233407974243164,-0.463107019662857,0.15222565829753876,0
Hudson Houck,2010,Dallas Cowboys (NFL),offensive line,O,OL,3,27,0.688,0.45,0,0,-0.32063525915145874,-0.2615605592727661,0.2684763073921204,-0.14650754630565646,0.4852657318115234,0.1561199277639389,-0.13568146526813507,-0.24753932654857635,-1.081924557685852,-0.3140677213668823,-0.4404071271419525,-0.5260278582572937,0.14159995317459104,-0.03695181384682655,-0.7873411774635315,0.19846537709236145,0
Wade Wilson,2010,Dallas Cowboys (NFL),quarterbacks,O,QB,3,9,0.812,0.712,0,0,-0.07385042309761047,0.35312995314598083,0.5890979170799255,-0.15571457147598267,-0.028582153841853145,0.4217524230480194,-0.1181635558605194,-0.06729286909103394,-1.3353394269943235,-0.4979761242866516,-0.8263963460922241,0.03616027161478996,0.8417635560035706,0.060657117515802376,0.11636844277381896,0.6632044911384583,0
Skip Peete,2010,Dallas Cowboys (NFL),running backs,O,RB,3,12,0.812,0.487,0,0,0.3483414649963379,-0.04473571106791496,0.1527683436870575,-0.3174167275428772,0.10053875297307968,-0.2776235640048981,0.3667146861553192,0.4726652503013611,-0.7391737103462219,-0.06727483123540877,-0.16815219819545746,-0.2413044422864914,-0.00787883996963501,0.18987292051315308,-0.6179250478744507,0.08770021796226501,0
Dave Campo,2010,Dallas Cowboys (NFL),secondary,D,Sec,3,21,0.75,0.641,0,0,0.108228899538517,0.23361562192440036,0.6740484237670898,-0.05610340461134911,0.2758426964282989,-0.3746844530105591,0.2710159122943878,-0.6357104182243347,-0.8918362855911255,0.3479757606983185,-0.3738620579242706,0.17046043276786804,0.6391704082489014,-0.06609794497489929,-0.2351997345685959,0.6625381112098694,0
Brett Maxie,2010,Dallas Cowboys (NFL),secondary,D,Sec,3,12,0.688,0.422,0,0,-0.4296013712882996,-0.005581353325396776,0.11367912590503693,-0.3074999749660492,0.9573993086814879,-0.13369783759117124,-0.7311524748802185,0.3308551609516144,-0.9038443565368652,-0.2513180375099182,0.08938407897949219,-0.19416941702365875,0.1815333366394043,0.4177086353302002,-0.4944783747196198,0.3161141574382782,0
John Garrett,2010,Dallas Cowboys (NFL),tight ends,O,TE,3,11,0.812,0.687,0,0,-0.5908393859863281,0.7084615230560303,0.2563492357730865,0.568712592124939,0.5808212757110596,-0.19413906335830688,0.32693958282470703,-0.4868268966674805,-1.0511250495910645,-0.14908534288406372,-0.1604842245578766,-0.028462637215852737,0.07497201859951019,-0.057225484400987625,-0.39568176865577703,0.24025903642177585,0
Ray Sherman,2010,Dallas Cowboys (NFL),wide receivers,O,WR,3,20,0.812,0.562,0,0,-0.552613377571106,-0.057687245309352875,0.1041296049952507,0.06339360028505325,0.4491050541400909,-0.22591623663902285,0.10680948197841644,-0.3601924777030945,-0.17820169031620026,0.004098447039723396,-0.21422813832759854,-0.19401554763317108,-0.2472062259912491,-0.7581908106803894,-0.3908061385154724,0.49722620844841,0
Jimmy Robinson,2011,Dallas Cowboys (NFL),wide receivers,O,WR,3,21,0.812,0.6,0,0,0.04065628722310066,0.5480344891548157,-0.3838608264923096,0.125685453414917,-0.16012443602085116,0.2681860029697418,0.5860396027565002,-0.453669935464859,0.5291290879249573,-0.06371518969535828,0.3945626020431519,0.35884153842926025,-0.7904136180877686,0.10442426800727844,-0.24800054728984836,1.0004944801330566,0
Ben Bloom,2011,Dallas Cowboys (NFL),linebackers,D,LB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Rob Ryan,2011,Dallas Cowboys (NFL),defensive coordinator,DC,DC,2,13,0.312,0.262,0,1,-0.10379955172538756,0.4010168313980103,-0.022038865834474564,-1.2281274795532229,0.14100094139575958,-0.5714685916900635,0.15909671783447266,0.11243001371622086,-0.4459632635116577,0.8160986304283142,-0.00804581493139267,0.18522319197654724,-0.3965489864349365,0.09960096329450607,-0.7323120236396791,0.05808015912771225,0
Brian Baker,2011,Dallas Cowboys (NFL),defensive line,D,DL,3,15,0.5,0.288,0,0,-0.6952322125434875,0.32059240341186523,0.20273835957050326,0.3291788399219513,-0.9132115840911864,0.8236689567565918,-0.1869998574256897,0.08116927742958069,-0.039317525923252106,0.22339631617069244,0.12368018180131912,-0.2840440571308136,0.09623783826828004,-0.17850799858570102,-0.6051958799362183,0.6392272114753723,0
Jason Garrett,2011,Dallas Cowboys (NFL),head coach,HC,HC,1,6,0.812,0.535,1,0,-0.4215482473373413,0.761096715927124,0.560645341873169,0.13227522373199466,0.4283515810966492,-0.08808068931102753,-0.6542059779167175,-0.5940856337547302,-0.7731712460517883,-0.5235907435417175,-0.4459134340286255,-0.8993984460830688,0.18950271606445312,-0.3600786030292511,-0.7667471766471863,0.42640328407287603,0
Matt Eberflus,2011,Dallas Cowboys (NFL),linebackers,D,LB,3,2,0.312,0.312,0,0,-0.6095737814903259,1.1057178974151611,0.20347540080547333,-1.6829892396926882,0.9438764452934264,-0.9384846687316896,0.2619294226169586,-0.019370878115296364,-0.31811660528182983,0.926549196243286,0.2960642874240875,0.6186873316764832,0.18281158804893494,-0.1509629487991333,0.1509745568037033,-0.07074791938066483,0
John Garrett,2011,Dallas Cowboys (NFL),passing game coordinator,OC,OC,2,12,0.812,0.609,0,1,0.012928890064358713,1.0548530817031858,0.8415352702140808,0.8232995271682739,0.630831778049469,-0.048241645097732544,-0.13012754917144775,-0.4678018689155578,-0.010973138734698296,-0.18294835090637207,0.02515021339058876,-0.17712600529193878,0.060237661004066474,-0.06848591566085815,-0.36634427309036255,0.18951815366744995,0
John Garrett,2011,Dallas Cowboys (NFL),tight ends,O,TE,3,12,0.812,0.609,0,0,0.012928890064358713,1.0548530817031858,0.8415352702140808,0.8232995271682739,0.630831778049469,-0.048241645097732544,-0.13012754917144775,-0.4678018689155578,-0.010973138734698296,-0.18294835090637207,0.02515021339058876,-0.17712600529193878,0.060237661004066474,-0.06848591566085815,-0.36634427309036255,0.18951815366744995,0
Wade Wilson,2011,Dallas Cowboys (NFL),quarterbacks,O,QB,3,10,0.812,0.65,0,0,-0.0968562662601471,1.1309627294540403,0.8040900230407715,0.1297968477010727,0.2755075097084045,0.12138480693101884,-0.3872575759887695,0.19690681993961331,-0.926008403301239,-0.4100015759468079,-0.737684428691864,0.10361190885305403,0.7182819843292236,-0.3573944568634033,0.21885515749454496,0.23571279644966125,0
Skip Peete,2011,Dallas Cowboys (NFL),running backs,O,RB,3,13,0.812,0.512,0,0,0.06016276404261589,0.3851156532764435,0.6269626617431641,-0.037642646580934525,0.0028540228959172964,-0.4794457256793976,0.30959591269493103,0.19500118494033813,-0.4762891829013825,0.3354697525501251,-0.10363630205392838,-0.21845827996730804,-0.5849789381027222,0.08259201049804688,-0.9745242595672609,-0.04953322932124138,0
Hudson Houck,2011,Dallas Cowboys (NFL),running game coordinator,OC,OC,2,28,0.688,0.412,0,1,-0.15137958526611328,0.5776980519294739,0.7928963303565979,0.07331046462059021,0.3107015788555145,0.3069073557853699,-0.2554921507835388,-0.3571672737598419,-0.7135545611381531,-0.050255220383405685,-0.3766925930976868,-0.4801637530326843,0.19095204770565036,-0.1456409990787506,-0.8562149405479431,-0.24972017109394076,0
Hudson Houck,2011,Dallas Cowboys (NFL),offensive line,O,OL,3,28,0.688,0.412,0,0,-0.15137958526611328,0.5776980519294739,0.7928963303565979,0.07331046462059021,0.3107015788555145,0.3069073557853699,-0.2554921507835388,-0.3571672737598419,-0.7135545611381531,-0.050255220383405685,-0.3766925930976868,-0.4801637530326843,0.19095204770565036,-0.1456409990787506,-0.8562149405479431,-0.24972017109394076,0
Dave Campo,2011,Dallas Cowboys (NFL),secondary,D,Sec,3,22,0.688,0.572,0,0,-0.010145341977477074,0.7845172286033629,1.0330125093460083,0.1441657841205597,0.3564949929714203,-0.2518413960933685,-0.3311413824558258,-0.4362087845802307,-0.23057469725608826,0.3404687345027924,0.004270909354090691,-0.15300405025482178,0.8753281235694885,-0.24014514684677124,-0.03916801884770394,0.3310166299343109,0
Brett Maxie,2011,Dallas Cowboys (NFL),secondary,D,Sec,3,13,0.688,0.391,0,0,-0.4582909047603607,0.4586334526538849,0.4804058074951172,-0.3438197374343872,0.8184607028961182,0.2767423391342163,-0.7915078401565552,0.087546207010746,-0.5829596519470215,-0.2691282331943512,0.27652817964553833,-0.34277480840682983,-0.2431505918502808,0.15075114369392395,-0.3660745620727539,0.23655831813812256,0
Jimmy Robinson,2012,Dallas Cowboys (NFL),wide receivers,O,WR,3,22,0.812,0.583,0,0,0.0824466198682785,0.3006328344345093,-0.27308401465415955,0.6182741522789001,-0.2458850890398025,0.6618643403053284,-0.194800466299057,-0.4409759342670441,0.18413075804710388,0.38151681423187256,0.289690375328064,0.4661525189876557,-0.502622127532959,0.1777074933052063,-0.3646568059921265,0.14342249929904938,0
Ben Bloom,2012,Dallas Cowboys (NFL),linebackers,D,LB,3,0,0.5,0.5,0,0,-0.6473936438560486,1.2972482442855835,0.028198527172207832,0.491173505783081,0.01909528486430645,0.5477737188339233,-0.8967214822769165,-0.16470004618167874,-0.3262911438941956,0.4870179891586304,-0.2610267996788025,0.06530323624610901,-0.1850852072238922,-0.007460863795131445,-1.2094359397888184,0.0578346848487854,0
Rob Ryan,2012,Dallas Cowboys (NFL),defensive coordinator,DC,DC,2,14,0.5,0.337,0,1,-0.3512342572212219,0.6527431011199951,-0.010540010407567024,-0.6624709367752075,-0.17609240114688873,-0.217671737074852,-0.36716428399086,-0.3919652700424193,-0.04750289767980576,0.6808925271034241,-0.15617986023426056,0.2977595031261444,-0.01865439489483833,0.2384088635444641,-1.0675848722457886,0.3064000308513641,0
Brian Baker,2012,Dallas Cowboys (NFL),defensive line,D,DL,3,16,0.5,0.288,0,0,-0.3576745390892029,0.4155268669128418,-0.091109000146389,0.15221065282821655,-0.4915829598903656,1.2417072057724,-0.4579803049564362,0.2208998501300812,-0.37722432613372797,0.5937954783439636,-0.08364369720220566,-0.01281743124127388,-0.06370700895786285,-0.02445754967629909,-0.5881205201148987,0.08312176913022995,0
Jason Garrett,2012,Dallas Cowboys (NFL),head coach,HC,HC,1,7,0.812,0.549,1,0,-0.6675527691841125,0.9033209085464478,0.21024923026561734,0.6922132968902588,0.015588420443236828,0.6230823993682861,-0.6727952361106873,-0.8035067319869995,-0.3295426070690155,-0.5758855938911438,-0.2187718152999878,-0.12031179666519165,0.029322462156414982,0.0263845082372427,-1.0339217185974119,-0.1525115817785263,0
Matt Eberflus,2012,Dallas Cowboys (NFL),linebackers,D,LB,3,3,0.5,0.375,0,0,-0.9401063919067384,1.4200241565704346,0.29793283343315125,-0.2196170538663864,0.22202906012535092,-0.004236629232764244,-0.5916535258293152,-0.3650382161140442,0.03921479731798172,0.27529627084732056,-0.1338261514902115,-0.24958093464374545,-0.028354622423648838,-0.26597797870635986,-1.1504172086715698,0.09994134306907654,0
Bill Callahan,2012,Dallas Cowboys (NFL),offensive coordinator,OC,OC,2,13,0.688,0.562,0,1,-0.08818797767162323,0.4221308529376984,0.96360582113266,-0.6751335263252258,-0.3564213812351227,-0.39786264300346375,0.7776508331298828,0.09405362606048584,0.4247897267341614,0.006264805793762207,0.13706600666046145,-0.057580530643463135,-0.5308257937431335,0.13922148942947388,-0.7087431550025941,-0.11527863889932632,0
Bill Callahan,2012,Dallas Cowboys (NFL),offensive line,O,OL,3,13,0.688,0.562,0,0,-0.08818797767162323,0.4221308529376984,0.96360582113266,-0.6751335263252258,-0.3564213812351227,-0.39786264300346375,0.7776508331298828,0.09405362606048584,0.4247897267341614,0.006264805793762207,0.13706600666046145,-0.057580530643463135,-0.5308257937431335,0.13922148942947388,-0.7087431550025941,-0.11527863889932632,0
John Garrett,2012,Dallas Cowboys (NFL),passing game coordinator,OC,OC,2,13,0.812,0.573,0,1,-0.30636507272720337,1.091541409492493,0.1513254940509796,0.9159849882125854,0.023038268089294437,0.3563838005065918,-0.7399487495422363,-0.057291261851787574,0.3198651969432831,0.1834387481212616,0.03217589482665062,0.2147105038166046,0.01308525912463665,-0.1008121818304062,-0.3934544324874878,-0.3345540165901184,0
John Garrett,2012,Dallas Cowboys (NFL),tight ends,O,TE,3,13,0.812,0.573,0,0,-0.30636507272720337,1.091541409492493,0.1513254940509796,0.9159849882125854,0.023038268089294437,0.3563838005065918,-0.7399487495422363,-0.057291261851787574,0.3198651969432831,0.1834387481212616,0.03217589482665062,0.2147105038166046,0.01308525912463665,-0.1008121818304062,-0.3934544324874878,-0.3345540165901184,0
Wade Wilson,2012,Dallas Cowboys (NFL),quarterbacks,O,QB,3,11,0.812,0.587,0,0,-0.7585341930389404,1.0931308269500732,0.3656342327594757,0.7981510162353516,-0.19352343678474426,0.19438287615776065,-0.5988692045211792,0.014003233052790163,-0.19757629930973053,-0.12000981718301773,-0.9813063740730286,0.3928047120571137,0.08650629222393036,-0.3687360286712647,-0.2331378012895584,0.259429544210434,0
Skip Peete,2012,Dallas Cowboys (NFL),running backs,O,RB,3,14,0.812,0.587,0,0,-0.08485705405473709,0.512542188167572,0.4027470648288727,-0.03823557868599892,-0.12434019148349762,0.042600031942129135,-0.1649516075849533,-0.01975942589342594,-0.1606033593416214,0.4089783132076264,-0.3453781008720398,0.15810354053974152,-0.3982674777507782,0.28178974986076355,-1.1805341243743896,-0.09077296406030656,0
Monte Kiffin,2013,Dallas Cowboys (NFL),defensive coordinator,DC,DC,2,26,0.562,0.562,0,1,0.4870320558547974,-0.4057432115077973,0.3421033322811127,-0.4548414945602417,0.13333868980407715,0.1970825791358948,0.2913830876350403,0.2467179000377655,-0.2566007077693939,1.2293485403060913,-0.3110112547874451,0.24485409259796145,0.4561740756034851,0.04171935096383095,0.6041254997253418,-0.11424843966960907,0
Rod Marinelli,2013,Dallas Cowboys (NFL),defensive line,D,DL,3,17,0.688,0.445,0,0,0.025495436042547226,-0.44081956148147583,0.7852720618247986,-0.2270447760820389,0.03642602264881134,0.2584322690963745,0.07225969433784485,-0.08686520159244537,-0.5550892353057861,0.8243637084960938,-0.4447456598281861,0.5379216074943542,-0.12840047478675842,0.4224573373794556,0.5925310850143433,0.0864834263920784,0
Ben Bloom,2013,Dallas Cowboys (NFL),linebackers,D,LB,3,1,0.5,0.5,0,0,-1.0450094938278198,0.8984872102737427,0.28886544704437256,0.3156748712062836,0.6122581362724304,0.6867854595184326,-0.41594064235687256,0.33747923374176025,0.40818724036216736,0.49486243724823,-0.5049570798873901,-0.4495199024677277,-0.1847457438707352,0.12420840561389924,-1.067599892616272,-1.1647484302520752,0
Jason Garrett,2013,Dallas Cowboys (NFL),head coach,HC,HC,1,8,0.688,0.514,1,0,-1.0437675714492798,0.6151511073112488,0.006413829047232865,0.9021980166435242,-0.10595466941595078,0.5084056258201599,-0.3213573694229126,0.16519483923912048,0.240008682012558,0.06394250690937042,-0.2282575517892837,-0.5363375544548035,-0.19723394513130188,0.2610475718975067,-0.5764777660369873,-1.0262829065322876,0
Matt Eberflus,2013,Dallas Cowboys (NFL),linebackers,D,LB,3,4,0.5,0.406,0,0,-1.0008115768432615,1.069920539855957,0.26137107610702515,-0.045954298228025436,0.5234125852584839,0.3299998939037323,-0.12883982062339785,0.06020679324865341,0.7024644613265991,0.5484023094177246,-0.5156500339508057,-0.29020124673843384,0.16978468000888824,0.4184999763965607,-0.8736082911491394,-0.6907814145088196,0
Bill Callahan,2013,Dallas Cowboys (NFL),offensive coordinator,OC,OC,2,14,0.688,0.545,0,1,-0.26771724224090576,0.13444198668003082,0.3206838369369507,-0.575930118560791,-0.0982831045985222,0.11135601997375487,0.2940391302108765,0.29619818925857544,0.9521415233612059,0.5964644551277161,-0.18496331572532654,-0.35875412821769714,-0.5616104602813721,0.19632235169410706,-0.7167907953262329,-0.1805097758769989,0
Bill Callahan,2013,Dallas Cowboys (NFL),offensive line,O,OL,3,14,0.688,0.545,0,0,-0.26771724224090576,0.13444198668003082,0.3206838369369507,-0.575930118560791,-0.0982831045985222,0.11135601997375487,0.2940391302108765,0.29619818925857544,0.9521415233612059,0.5964644551277161,-0.18496331572532654,-0.35875412821769714,-0.5616104602813721,0.19632235169410706,-0.7167907953262329,-0.1805097758769989,0
Keith O'Quinn,2013,Dallas Cowboys (NFL),wide receivers,O,WR,3,3,0.0,0.0,0,0,-0.8966501355171204,1.1969014406204224,0.09694064408540726,0.4781315624713898,0.4638368785381317,0.4966464042663574,-0.32155656814575195,0.4828959703445434,0.2920963764190674,0.6283005475997925,-0.7077224254608154,-0.10794510692358016,-0.011162913404405115,0.04553379863500595,-0.634223222732544,-1.157345175743103,0
Wade Wilson,2013,Dallas Cowboys (NFL),quarterbacks,O,QB,3,12,0.688,0.525,0,0,-1.291104078292847,0.5915583968162537,0.1747157722711563,0.4496742784976959,0.1532968282699585,-0.12091408669948578,-0.290496826171875,0.006461809854954481,0.15881091356277466,0.5913399457931519,-0.8439537882804871,0.4805078208446503,0.1348055601119995,-0.3615989685058594,-0.13070058822631836,-0.3554135859012604,0
Gary Brown,2013,Dallas Cowboys (NFL),running backs,O,RB,3,4,0.312,0.296,0,0,-1.0861439704895022,0.2664144337177277,0.20223362743854525,-0.34090688824653625,0.4553510844707489,-0.6384836435317993,0.4682194590568543,0.203858882188797,0.7535526156425476,0.6402370929718018,-0.16949380934238434,-0.29753240942955017,0.6020987033843994,0.6633481383323669,-0.3150452673435211,-0.10842785239219667,0
Jerome Henderson,2013,Dallas Cowboys (NFL),secondary,D,Sec,3,7,0.562,0.359,0,0,-0.9959189295768738,0.3163154721260071,0.3263730406761169,-0.3530281484127045,0.523867130279541,-0.18339355289936066,0.33370548486709595,0.04136916622519493,0.7812480926513672,0.4809218347072601,-0.22064076364040372,-0.5323833227157593,-0.0885530412197113,0.3349740505218506,-0.6269501447677612,-0.44977447390556335,0
Wes Phillips,2013,Dallas Cowboys (NFL),tight ends,O,TE,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Derek Dooley,2013,Dallas Cowboys (NFL),wide receivers,O,WR,3,2,0.0,0.0,0,0,-1.3615317344665527,0.03787609189748764,0.030949439853429794,1.3892358541488647,-0.5640140175819397,0.5671038627624512,-0.573469877243042,0.3992419838905335,-0.3340766429901123,-0.062189329415559776,0.02087099477648735,-0.4143295884132385,0.01346384547650814,0.5878228545188904,-0.33860087394714355,-0.3845129907131195,0
Rod Marinelli,2014,Dallas Cowboys (NFL),defensive coordinator,DC,DC,2,18,0.688,0.5,0,1,0.19346387684345245,-0.027990108355879784,0.13524627685546875,0.04503663256764412,0.25344517827034,0.5429995059967041,0.30598121881484985,0.3598527312278748,-0.4223572015762329,1.0129224061965942,-0.5451499819755554,0.1063910275697708,0.32317841053009033,0.5232107043266296,0.4656568467617035,-0.2579277753829956,0
Jason Garrett,2014,Dallas Cowboys (NFL),head coach,HC,HC,1,9,0.688,0.5,1,0,-0.6399459838867188,0.15004554390907288,-0.5935673117637634,-0.0948413833975792,0.3191975951194763,0.2996648848056793,-0.13620908558368686,0.2216991633176804,-0.0750727504491806,0.305629700422287,-0.398137241601944,-0.6534430980682373,0.5343971252441406,-0.40564310550689703,-0.5753148794174194,-1.2942652702331543,0
Matt Eberflus,2014,Dallas Cowboys (NFL),linebackers,D,LB,3,5,0.5,0.425,0,0,-0.7128891348838806,-0.08976148068904878,-0.2843595743179321,-0.24578231573104856,0.7441266179084778,0.5089120268821716,-0.15220892429351807,-0.032978374511003494,-0.14742350578308105,1.1667722463607788,-0.31506597995758057,-0.030423210933804512,0.7060334086418152,-0.08876415342092514,-0.4918473958969116,-1.1931347846984863,0
Bill Callahan,2014,Dallas Cowboys (NFL),offensive coordinator,OC,OC,2,15,0.688,0.531,0,1,-0.08727829903364183,-0.4615807235240936,0.20945794880390167,-0.6558339595794678,0.15114331245422366,0.4785481095314026,0.08786606043577194,0.101292185485363,0.35786402225494385,0.8486902713775635,-0.4505609571933746,-0.3634476363658905,-0.08974628150463104,0.3499446511268616,-0.7156361937522888,-0.3744143545627594,0
Bill Callahan,2014,Dallas Cowboys (NFL),offensive line,O,OL,3,15,0.688,0.531,0,0,-0.08727829903364183,-0.4615807235240936,0.20945794880390167,-0.6558339595794678,0.15114331245422366,0.4785481095314026,0.08786606043577194,0.101292185485363,0.35786402225494385,0.8486902713775635,-0.4505609571933746,-0.3634476363658905,-0.08974628150463104,0.3499446511268616,-0.7156361937522888,-0.3744143545627594,0
Scott Linehan,2014,Dallas Cowboys (NFL),passing game coordinator,OC,OC,2,12,0.625,0.363,0,1,-0.09966105967760086,0.034572962671518326,-0.4711430668830872,-0.3180127441883087,-0.5952315926551819,1.1371430158615112,-0.5283933281898499,0.8659833073616028,-0.7103578448295593,0.07546451687812805,-0.5270221829414368,-0.2224828153848648,-0.04521703720092773,-0.2640663981437683,0.0236046239733696,-0.7315171360969543,0
Wade Wilson,2014,Dallas Cowboys (NFL),quarterbacks,O,QB,3,13,0.688,0.513,0,0,-0.9416488409042358,0.10118883848190308,-0.6596296429634094,-0.0681355893611908,0.4422674179077149,0.04279182106256485,0.2946824133396149,0.01840491965413094,0.07838895916938783,1.1531590223312378,-0.4154757559299469,-0.24163325130939484,0.08159162104129791,-0.6642051935195923,0.11459757387638092,-0.9185032248497008,0
Gary Brown,2014,Dallas Cowboys (NFL),running backs,O,RB,3,5,0.5,0.337,0,0,-0.9775228500366212,-0.37275487184524536,-0.22842413187026975,-0.5284504294395447,0.5408415794372559,-0.06857337802648544,-0.04126998782157898,0.06086227297782897,-0.1522902101278305,0.947648286819458,-0.2728860974311829,0.01272108871489763,0.5329960584640503,0.6717277765274048,-0.3593410551548004,-0.80006343126297,0
Jerome Henderson,2014,Dallas Cowboys (NFL),secondary,D,Sec,3,8,0.5,0.344,0,0,-0.7586207389831543,-0.6626220941543579,-0.003907792270183563,-0.3901176452636719,0.5456174015998839,0.33662348985672,-0.2190571427345276,0.002493067877367139,-0.1686761975288391,0.8993381261825562,-0.18379171192646027,-0.1902843564748764,0.41264700889587397,0.314273864030838,-0.7119217514991759,-0.9725810885429382,0
Mike Pope,2014,Dallas Cowboys (NFL),tight ends,O,TE,3,31,0.625,0.537,0,0,0.25387945771217346,-0.4604053497314453,-0.9540090560913086,0.0753713995218277,-0.5248594284057617,0.07033488899469376,0.2520396411418915,-0.2927578091621399,0.33462509512901306,0.4490852057933808,0.4838750660419464,0.31897878646850586,0.3739587962627411,0.0617561861872673,-0.6030633449554443,0.06094586849212647,0
Derek Dooley,2014,Dallas Cowboys (NFL),wide receivers,O,WR,3,3,0.5,0.5,0,0,-0.731266975402832,0.2916455864906311,-0.5261623263359071,0.05136790126562119,0.2561655640602112,0.4427477717399597,-0.3515286445617676,0.6058987379074097,-0.08504768460988997,0.3391517996788025,-0.737826943397522,-0.5717935562133789,0.6600226163864136,-0.06309865415096283,-0.4773805439472199,-0.8848240971565247,0
